SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1550 N Clark St #302,Chicago,IL,60610,1500000,2,2.5,CHI - Near North Side,2477,,2020,1,606,1516,Active,,,http://www.redfin.com/IL/Chicago/1550-N-Clark-St-60610/unit-302/home/147616649,MRED,11267393,N,Y,41.9109282,-87.6319169
MLS Listing,,Single Family Residential,2640 N Hamlin Ave,Chicago,IL,60647,415000,5,2,CHI - Logan Square,1907,,1903,1,218,,Active,November-13-2021 11:00 AM,November-13-2021 12:30 PM,http://www.redfin.com/IL/Chicago/2640-N-Hamlin-Ave-60647/home/13447955,MRED,11266110,N,Y,41.9294691,-87.7222449
MLS Listing,,Single Family Residential,2418 N Campbell Ave,Chicago,IL,60647,1450000,5,3.5,CHI - Logan Square,,,2021,1,,,Active,,,http://www.redfin.com/IL/Chicago/2418-N-Campbell-Ave-60647/home/13450552,MRED,11267380,N,Y,41.9255419,-87.6903732
MLS Listing,,Condo/Co-op,70 W Burton Pl Unit 1801F,Chicago,IL,60610,209900,1,1,CHI - Near North Side,750,,1967,1,280,667,Active,,,http://www.redfin.com/IL/Chicago/70-W-Burton-Pl-60610/unit-1801F/home/14114116,MRED,11267382,N,Y,41.9096149,-87.63123
MLS Listing,,Multi-Family (2-4 Unit),7950 S Marshfield Ave,Chicago,IL,60620,310000,4,2,Gresham,,3920,1919,1,,,Active,,,http://www.redfin.com/IL/Chicago/7950-S-Marshfield-Ave-60620/unit-1/home/13908569,MRED,11267370,N,Y,41.7488357,-87.6648366
MLS Listing,,Condo/Co-op,815 W Superior St #3,Chicago,IL,60642,449500,2,2,CHI - West Town,1500,,1997,1,300,252,Active,,,http://www.redfin.com/IL/Chicago/815-W-Superior-St-60642/unit-3/home/12725052,MRED,11267372,N,Y,41.8953049,-87.6485231
MLS Listing,,Single Family Residential,5436 S Keeler Ave,Chicago,IL,60632,240000,2,1,CHI - West Elsdon,1116,5039,1944,1,215,,Active,November-13-2021 12:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/5436-S-Keeler-Ave-60632/home/14021547,MRED,11267374,N,Y,41.7938857,-87.7283242
MLS Listing,,Single Family Residential,4922 W Walton St,Chicago,IL,60651,325000,4,2.5,CHI - Austin,1700,,1916,1,191,,Active,,,http://www.redfin.com/IL/Chicago/4922-W-Walton-St-60651/home/13278793,MRED,11267359,N,Y,41.897981,-87.749323
MLS Listing,,Single Family Residential,4848 W Berteau Ave,Chicago,IL,60641,799900,6,4,CHI - Portage Park,4231,6250,1936,1,189,,Active,,,http://www.redfin.com/IL/Chicago/4848-W-Berteau-Ave-60641/home/13478019,MRED,11267337,N,Y,41.9572653,-87.7494029
MLS Listing,,Condo/Co-op,3550 N Lake Shore Dr #1821,Chicago,IL,60657,179900,1,1,CHI - Lake View,873,,1962,1,206,572,Active,,,http://www.redfin.com/IL/Chicago/3550-N-Lake-Shore-Dr-60657/unit-1821/home/13378889,MRED,11267322,N,Y,41.9480112,-87.6438535
MLS Listing,,Condo/Co-op,2545 S Dearborn St #404,Chicago,IL,60616,310000,2,2,Opera Lofts,1102,,1909,1,281,305,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2545-S-Dearborn-St-60616/unit-404/home/113096965,MRED,11267316,N,Y,41.8464499,-87.6278148
MLS Listing,,Multi-Family (2-4 Unit),1119 W North Shore Ave,Chicago,IL,60626,1200000,9,6,Loyola Park,,5662,1915,1,,,Active,,,http://www.redfin.com/IL/Chicago/1119-W-North-Shore-Ave-60626/home/13567639,MRED,11267341,N,Y,42.0035351,-87.6591827
MLS Listing,,Single Family Residential,7349 S Winchester Ave,Chicago,IL,60636,249900,3,2,CHI - West Englewood,933,4164,1925,1,268,,Active,,,http://www.redfin.com/IL/Chicago/7349-S-Winchester-Ave-60636/home/13910099,MRED,11267338,N,Y,41.7597819,-87.6719251
MLS Listing,,Condo/Co-op,846 N Wolcott Ave Unit 2E,Chicago,IL,60622,299900,2,1,CHI - West Town,,,,1,,115,Active,,,http://www.redfin.com/IL/Chicago/846-N-Wolcott-Ave-60622/unit-2E/home/26812753,MRED,11267325,N,Y,41.897305,-87.6749213
MLS Listing,,Condo/Co-op,2916 N Pine Grove Ave #2,Chicago,IL,60657,275000,1,1,CHI - Lake View,985,,1917,1,279,387,Active,,,http://www.redfin.com/IL/Chicago/2916-N-Pine-Grove-Ave-60657/unit-2/home/13371016,MRED,11267333,N,Y,41.934641,-87.642094
MLS Listing,,Single Family Residential,3034 W Jarvis Ave,Chicago,IL,60645,559770,4,2.5,CHI - West Ridge,2443,3720,,1,229,,Active,,,http://www.redfin.com/IL/Chicago/3034-W-Jarvis-Ave-60645/home/13602892,MRED,11267324,N,Y,42.0157616,-87.7058114
MLS Listing,,Condo/Co-op,212 W Washington St #1108,Chicago,IL,60606,299000,2,2,CHI - Loop,,,1913,1,,996,Active,,,http://www.redfin.com/IL/Chicago/212-W-Washington-St-60606/unit-1108/home/113098346,MRED,11267318,N,Y,41.8833756,-87.634418
MLS Listing,,Single Family Residential,10003 S Saint Lawrence Ave,Chicago,IL,60628,119900,4,2,CHI - Roseland,1050,3750,1948,1,114,,Active,,,http://www.redfin.com/IL/Chicago/10003-S-St-Lawrence-Ave-60628/home/13086481,MRED,11267315,N,Y,41.7126597,-87.6087831
MLS Listing,,Single Family Residential,4225 N Monticello Ave,Chicago,IL,60618,449000,3,2,CHI - Irving Park,,,1906,1,,,Active,,,http://www.redfin.com/IL/Chicago/4225-N-Monticello-Ave-60618/home/13483668,MRED,11267320,N,Y,41.9582138,-87.7188971
MLS Listing,,Parking,125 S Jefferson St Unit P53,Chicago,IL,60661,35000,,,Park Alexandria,,,2004,1,,86,Active,,,http://www.redfin.com/IL/Chicago/125-S-Jefferson-St-60661/unit-P-53/home/12686879,MRED,11267330,N,Y,41.879941,-87.6421575
MLS Listing,,Vacant Land,4165 S Halsted St,Chicago,IL,60609,2150000,,,CHI - New City,,,,1,,,Active,,,http://www.redfin.com/IL/Chicago/4165-S-Halsted-St-60609/home/147726301,MRED,11267329,N,Y,41.8184778,-87.645679
MLS Listing,,Parking,125 S Jefferson St Unit P19,Chicago,IL,60661,35000,,,Park Alexandria,,,2004,1,,87,Active,,,http://www.redfin.com/IL/Chicago/125-S-Jefferson-St-60661/unit-P-19/home/12686607,MRED,11267327,N,Y,41.879941,-87.6421575
MLS Listing,,Condo/Co-op,454 N Aberdeen St Unit 1N,Chicago,IL,60642,540000,2,2,CHI - West Town,1600,,2005,1,338,240,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/454-N-Aberdeen-St-60642/unit-1N/home/12610574,MRED,11265455,N,Y,41.8904751,-87.6549126
MLS Listing,,Multi-Family (2-4 Unit),6109 S Parkside Ave,Chicago,IL,60638,350000,6,4,CHI - Clearing,,,1910,1,,,Active,November-13-2021 12:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/6109-S-Parkside-Ave-60638/home/177156168,MRED,11267302,N,Y,41.7813747,-87.7628145
MLS Listing,,Single Family Residential,8545 S Vernon Ave,Chicago,IL,60619,164900,4,2,CHI - Chatham,1387,6921,1925,1,119,,Active,,,http://www.redfin.com/IL/Chicago/8545-S-Vernon-Ave-60619/home/13223102,MRED,11267310,N,Y,41.7388264,-87.6126019
MLS Listing,,Condo/Co-op,700 N Larrabee St #1608,Chicago,IL,60610,500000,2,2,CHI - Near North Side,,,2005,1,,749,Active,November-14-2021 01:00 PM,November-14-2021 02:30 PM,http://www.redfin.com/IL/Chicago/700-N-Larrabee-St-60654/unit-1608/home/18932582,MRED,11267307,N,Y,41.8947154,-87.6433384
MLS Listing,,Condo/Co-op,234 W Polk St #3501,Chicago,IL,60607,980000,2,2,CHI - Near West Side,,,2023,1,,853,Active,November-20-2021 11:00 AM,November-20-2021 02:00 PM,http://www.redfin.com/IL/Chicago/3501-W-Polk-St-60624/unit-3501/home/177156121,MRED,11267298,N,Y,41.8706934,-87.7133169
MLS Listing,,Condo/Co-op,234 W Polk St #3103,Chicago,IL,60607,850000,2,3,CHI - Near West Side,,,2023,1,,780,Active,November-20-2021 11:00 AM,November-20-2021 02:00 PM,http://www.redfin.com/IL/Chicago/3103-W-Polk-St-60612/unit-3103/home/177156120,MRED,11267296,N,Y,41.8707727,-87.7036558
MLS Listing,,Condo/Co-op,,Chicago,IL,60643,119999,2,1,CHI - Beverly,700,,1960,1,171,140,Active,,,http://www.redfin.com/IL/Chicago/Undisclosed-address-60643/home/12710695,MRED,11267294,N,Y,41.704295,-87.669803
MLS Listing,,Condo/Co-op,2416 W Lyndale St Unit 1E,Chicago,IL,60647,689000,3,2.5,CHI - Logan Square,,,2021,1,,220,Active,,,http://www.redfin.com/IL/Chicago/2416-W-Lyndale-St-60647/unit-1E/home/177156076,MRED,11267283,N,Y,41.9226956,-87.6883632
MLS Listing,,Multi-Family (2-4 Unit),8010 S Exchange Ave,Chicago,IL,60617,525000,8,5,CHI - South Chicago,,,1915,1,,,Active,,,http://www.redfin.com/IL/Chicago/8010-S-Exchange-Ave-60617/unit-2N/home/13214736,MRED,11267279,N,Y,41.749607,-87.55322
MLS Listing,,Condo/Co-op,4300 W Ford City Dr #810,Chicago,IL,60652,39900,2,1.5,CHI - West Lawn,750,,1970,1,53,348,Active,,,http://www.redfin.com/IL/Chicago/4300-W-Ford-City-Dr-60652/unit-810/home/13980623,MRED,11267273,N,Y,41.7539407,-87.7307287
MLS Listing,,Single Family Residential,3818 W 64th Pl,Chicago,IL,60629,359900,6,3,CHI - West Lawn,1747,3720,1948,1,206,,Active,November-13-2021 12:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/3818-W-64th-Pl-60629/home/13991900,MRED,11267272,N,Y,41.7761773,-87.7185893
MLS Listing,,Condo/Co-op,1525 W Fry St #2,Chicago,IL,60642,619900,3,2,Wicker Park,,,2014,1,,175,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/1525-W-Fry-St-60642/unit-2/home/113097376,MRED,11267267,N,Y,41.8967642,-87.6659539
MLS Listing,,Condo/Co-op,4416 N Ashland Ave Unit 1W,Chicago,IL,60640,209900,2,1,CHI - Uptown,,,1928,1,,296,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/4416-N-Ashland-Ave-60640/unit-1W/home/13390211,MRED,11267269,N,Y,41.962139,-87.6697406
MLS Listing,,Condo/Co-op,5133 N Winthrop Ave Unit 1A,Chicago,IL,60640,240000,2,2,CHI - Uptown,1100,,1911,1,218,205,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/5133-N-Winthrop-Ave-60640/unit-1A/home/147480346,MRED,11267261,N,Y,41.9761843,-87.657556
MLS Listing,,Condo/Co-op,211 N Harbor Dr #2002,Chicago,IL,60601,1865054,3,2,CHI - Loop,1638,,2021,1,1139,1325,Active,,,http://www.redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-2002/home/177155938,MRED,11267249,N,Y,41.8856379,-87.6154707
MLS Listing,,Condo/Co-op,1224 W Van Buren St #307,Chicago,IL,60607,274900,2,1,CHI - Near West Side,1050,,,1,262,546,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/1224-W-Van-Buren-St-60607/unit-307/home/52592861,MRED,11267244,N,Y,41.87678,-87.6582667
MLS Listing,,Condo/Co-op,5050 S East End Ave Unit 12D,Chicago,IL,60615,183000,3,2,CHI - Kenwood,1275,,1956,1,144,1057,Active,,,http://www.redfin.com/IL/Chicago/5050-S-East-End-Ave-60615/unit-12D/home/109469959,MRED,11267223,N,Y,41.8028466,-87.5857262
MLS Listing,,Condo/Co-op,1211 S Prairie Ave #5301,Chicago,IL,60605,1600000,3,3,Museum Park,2924,,2007,1,547,2348,Active,,,http://www.redfin.com/IL/Chicago/1211-S-Prairie-Ave-60605/unit-5301/home/39571329,MRED,11267224,N,Y,41.8667098,-87.6212676
MLS Listing,,Condo/Co-op,3550 N Lake Shore Dr #2011,Chicago,IL,60657,134900,0,1,CHI - Lake View,,,1962,1,,359,Active,,,http://www.redfin.com/IL/Chicago/3550-N-Lake-Shore-Dr-60657/unit-2011/home/13377486,MRED,11267228,N,Y,41.9480112,-87.6438535
MLS Listing,,Condo/Co-op,1720 S Michigan Ave #2303,Chicago,IL,60616,285000,2,1,CHI - Near South Side,,,2005,1,,,Active,November-14-2021 12:00 AM,November-14-2021 02:00 PM,http://www.redfin.com/IL/Chicago/1720-S-Michigan-Ave-60616/unit-2303/home/39572298,MRED,11267229,N,Y,41.8586026,-87.6246153
MLS Listing,,Single Family Residential,4309 N Bernard St,Chicago,IL,60618,889000,4,3.5,CHI - Irving Park,3400,3123,2021,1,261,,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/4309-N-Bernard-St-60618/home/13484083,MRED,11267219,N,Y,41.959667,-87.7140867
MLS Listing,,Condo/Co-op,40 E 9th St #1716,Chicago,IL,60605,345000,3,3,CHI - Loop,1900,,1920,1,182,1338,Active,,,http://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-1716/home/12647387,MRED,11267218,N,Y,41.8707384,-87.6263891
MLS Listing,,Single Family Residential,3723 W 68th Pl,Chicago,IL,60629,269900,3,2.5,CHI - West Lawn,2022,,1940,1,133,,Active,,,http://www.redfin.com/IL/Chicago/3723-W-68th-Pl-60629/home/13990044,MRED,11267217,N,Y,41.7685541,-87.7161648
MLS Listing,,Condo/Co-op,3660 N Lake Shore Dr #2808,Chicago,IL,60613,289900,1,1,CHI - Lake View,,,1987,1,,489,Active,November-14-2021 11:00 AM,November-14-2021 01:00 PM,http://www.redfin.com/IL/CHICAGO/3660-N-LAKE-SHORE-DR-60613/unit-2808/home/12741830,MRED,11267208,N,Y,41.949563,-87.645861
MLS Listing,,Single Family Residential,3119 W 84th Pl,Chicago,IL,60652,259000,3,2,CHI - Ashburn,1189,4874,1955,1,218,,Active,,,http://www.redfin.com/IL/Chicago/3119-W-84th-Pl-60652/home/13963470,MRED,11267200,N,Y,41.7396133,-87.7000564
MLS Listing,,Condo/Co-op,700 N Larrabee St #1507,Chicago,IL,60654,1250000,3,3,CHI - Near North Side,2456,,2006,1,509,1160,Active,,,http://www.redfin.com/IL/Chicago/700-N-Larrabee-St-60654/unit-1507/home/177155630,MRED,11267194,N,Y,41.8947154,-87.6433384
MLS Listing,,Condo/Co-op,1035 N Dearborn St Unit 8E,Chicago,IL,60610,899000,2,2,Maple Tower,2000,,2006,1,450,1634,Active,November-13-2021 12:30 PM,November-13-2021 02:30 PM,http://www.redfin.com/IL/Chicago/1035-N-Dearborn-St-60610/unit-8E/home/12604205,MRED,11267197,N,Y,41.9016563,-87.6294752
MLS Listing,,Condo/Co-op,1018 N Hermitage Ave #1,Chicago,IL,60622,699900,3,2.5,CHI - West Town,2400,,2004,1,292,265,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/1018-N-Hermitage-Ave-60622/unit-1/home/12649825,MRED,11267195,N,Y,41.9002056,-87.6713087
MLS Listing,,Single Family Residential,1637 N Bell Ave,Chicago,IL,60647,1250000,4,3.5,CHI - West Town,,3123,1903,1,,,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/1637-N-Bell-Ave-60647/home/13355529,MRED,11267189,N,Y,41.9114584,-87.6833681
MLS Listing,,Condo/Co-op,2048 W Hood Ave Unit 1B,Chicago,IL,60659,149000,2,2,CHI - West Ridge,800,,,1,186,237,Active,,,http://www.redfin.com/IL/Chicago/2048-W-Hood-Ave-60659/unit-1B/home/26807335,MRED,11267184,N,Y,41.99318,-87.6819593
MLS Listing,,Single Family Residential,1006 W Fry St,Chicago,IL,60642,400000,2,2,CHI - West Town,,,1999,1,,,Active,,,http://www.redfin.com/IL/Chicago/1006-W-Fry-St-60642/home/12815496,MRED,11267174,N,Y,41.8975261,-87.6524151
MLS Listing,,Single Family Residential,11320 S Church St,Chicago,IL,60643,175000,4,1.5,CHI - Morgan Park,893,,1972,1,196,,Active,,,http://www.redfin.com/IL/Chicago/11320-S-Church-St-60643/home/13068627,MRED,11250873,N,Y,41.6882593,-87.6675431
MLS Listing,,Townhouse,918 W College Pkwy,Chicago,IL,60608,695000,3,3.5,University Village,2140,,2005,1,325,320,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/918-W-College-Pkwy-60608/home/177155535,MRED,11267172,N,Y,41.861504,-87.6495874
MLS Listing,,Condo/Co-op,5455 N Sheridan Rd #1606,Chicago,IL,60640,249900,2,1,CHI - Edgewater,,,1969,1,,666,Active,,,http://www.redfin.com/IL/Chicago/5455-N-Sheridan-Rd-60640/unit-1606/home/13401332,MRED,11267167,N,Y,41.9817637,-87.6547271
MLS Listing,,Multi-Family (2-4 Unit),2710 N Lawndale Ave,Chicago,IL,60647,649900,6,3,CHI - Logan Square,,3484,1907,1,,,Active,,,http://www.redfin.com/IL/Chicago/2710-N-Lawndale-Ave-60647/home/13448131,MRED,11266406,N,Y,41.9304669,-87.7198207
MLS Listing,,Multi-Family (2-4 Unit),321 S Washtenaw Ave,Chicago,IL,60612,819000,6,6,CHI - East Garfield Park,,,2021,1,,,Active,November-14-2021 11:00 AM,November-14-2021 12:30 PM,http://www.redfin.com/IL/Chicago/321-S-Washtenaw-Ave-60612/home/176731361,MRED,11267163,N,Y,41.8767256,-87.6937292
MLS Listing,,Condo/Co-op,3862 S Lake Park Ave Unit 2N,Chicago,IL,60653,347000,3,2,Bronzeville,,,2005,1,,287,Active,,,http://www.redfin.com/IL/Chicago/3862-S-Lake-Park-Ave-60653/unit-2N/home/26822857,MRED,11267156,N,Y,41.8252658,-87.6044247
MLS Listing,,Condo/Co-op,1800 W Grace St #525,Chicago,IL,60613,439900,2,2,CHI - North Center,1212,,2010,1,363,557,Active,,,http://www.redfin.com/IL/Chicago/1800-W-Grace-St-60613/unit-525/home/45507854,MRED,11267154,N,Y,41.950801,-87.6745887
MLS Listing,,Condo/Co-op,4348 N Sacramento Ave #3,Chicago,IL,60618,235000,3,2,CHI - Irving Park,1004,,,1,234,293,Active,,,http://www.redfin.com/IL/Chicago/4348-N-Sacramento-Ave-60618/unit-3/home/12653605,MRED,11267149,N,Y,41.960971,-87.7035668
MLS Listing,,Condo/Co-op,1359 W Fillmore St Unit A,Chicago,IL,60607,349000,2,2,CHI - Near West Side,1240,,1997,1,281,150,Active,,,http://www.redfin.com/IL/Chicago/1359-W-Fillmore-St-60607/unit-A/home/177155332,MRED,11267150,N,Y,41.8683087,-87.6614606
MLS Listing,,Multi-Family (2-4 Unit),5621 N Austin Ave,Chicago,IL,60646,429900,5,3,CHI - Jefferson Park,,3484,1925,1,,,Active,,,http://www.redfin.com/IL/Chicago/5621-N-Austin-Ave-60646/home/13510246,MRED,11267143,N,Y,41.9835543,-87.7776976
MLS Listing,,Condo/Co-op,1400 S Michigan Ave #1207,Chicago,IL,60605,320000,1,1,Michigan Avenue Towers,751,,2008,1,426,371,Active,,,http://www.redfin.com/IL/Chicago/1400-S-Michigan-Ave-60605/unit-1207/home/52638753,MRED,11267144,N,Y,41.863874,-87.62446
MLS Listing,,Condo/Co-op,1169 S Plymouth Ct #308,Chicago,IL,60605,312500,2,2,CHI - Loop,1250,,1979,1,250,709,Active,November-13-2021 11:00 AM,November-13-2021 12:30 PM,http://www.redfin.com/IL/Chicago/1169-S-Plymouth-Ct-60605/unit-308/home/23010443,MRED,11267138,N,Y,41.8678669,-87.628127
MLS Listing,,Single Family Residential,620 W Fullerton Pkwy,Chicago,IL,60614,3995000,5,4,CHI - Lincoln Park,5000,6146,1886,1,799,,Active,,,http://www.redfin.com/IL/Chicago/620-W-Fullerton-Pkwy-60614/home/13367672,MRED,11267131,N,Y,41.9257808,-87.6448362
MLS Listing,,Condo/Co-op,4434 S Calumet Ave Unit G,Chicago,IL,60653,188000,2,1.5,CHI - Grand Boulevard,1350,,1899,1,139,268,Active,,,http://www.redfin.com/IL/Chicago/4434-S-Calumet-Ave-60653/unit-G/home/12692175,MRED,11267132,N,Y,41.8137709,-87.6184653
MLS Listing,,Condo/Co-op,653 W Barry Ave Unit 1S,Chicago,IL,60657,415000,2,2,CHI - Lake View,,,,1,,293,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/653-W-Barry-Ave-60657/unit-1S/home/26808779,MRED,11267124,N,Y,41.9376247,-87.6463774
MLS Listing,,Single Family Residential,,Chicago,IL,60613,1450000,5,3.5,CHI - Uptown,6091,,1906,1,238,,Active,,,http://www.redfin.com/IL/Chicago/Undisclosed-address-60613/home/13394215,MRED,11267125,N,Y,41.9594323,-87.6521525
MLS Listing,,Multi-Family (2-4 Unit),3859 W Montrose Ave,Chicago,IL,60618,400000,6,2.5,CHI - Irving Park,,3484,1968,1,,,Active,,,http://www.redfin.com/IL/Chicago/3859-W-Montrose-Ave-60618/home/13484221,MRED,11263836,N,Y,41.9607768,-87.7251692
MLS Listing,,Condo/Co-op,73 E Elm St Unit 5D,Chicago,IL,60611,389000,2,1,CHI - Near North Side,1200,,1928,1,324,1312,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/73-E-Elm-St-60611/unit-5D/home/14123737,MRED,11267117,N,Y,41.9029066,-87.626004
MLS Listing,,Condo/Co-op,4408 N Long Ave #3,Chicago,IL,60630,155000,2,1,CHI - Portage Park,,,,1,,210,Active,,,http://www.redfin.com/IL/Chicago/4408-N-Long-Ave-60630/unit-3/home/12609151,MRED,11267114,N,Y,41.9607959,-87.7625014
MLS Listing,,Townhouse,1721 W Schubert Ave Unit H55,Chicago,IL,60614,875000,5,4.5,CHI - Lincoln Park,3074,,2008,1,285,350,Active,November-14-2021 12:00 PM,November-14-2021 02:00 PM,http://www.redfin.com/IL/Chicago/1721-W-Schubert-Ave-60614/unit-H55/home/105289637,MRED,11267119,N,Y,41.9309842,-87.6717345
MLS Listing,,Condo/Co-op,155 N Harbor Dr #814,Chicago,IL,60601,259000,0,1,Harbor Point,758,,1974,1,342,465,Active,,,http://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-814/home/14094883,MRED,11267109,N,Y,41.8848951,-87.6153982
MLS Listing,,Condo/Co-op,57 E Delaware Pl #2001,Chicago,IL,60611,489900,1,1.5,CHI - Near North Side,1135,,2000,1,432,857,Active,,,http://www.redfin.com/IL/Chicago/57-E-Delaware-Pl-60611/unit-2001/home/12770902,MRED,11267104,N,Y,41.8989536,-87.6261597
MLS Listing,,Multi-Family (2-4 Unit),4634 W 47th St,Chicago,IL,60632,455000,8,3,CHI - Garfield Ridge,,3920,1968,1,,,Active,,,http://www.redfin.com/IL/Chicago/4634-W-47th-St-60632/home/177153422,MRED,11267103,N,Y,41.8078634,-87.7398621
MLS Listing,,Multi-Family (2-4 Unit),8540 S Maryland Ave,Chicago,IL,60619,160000,4,2,CHI - Chatham,,4356,1914,1,,,Active,,,http://www.redfin.com/IL/Chicago/8540-S-Maryland-Ave-60619/home/13222858,MRED,11267095,N,Y,41.7391127,-87.6039224
MLS Listing,,Condo/Co-op,1219 W Lunt Ave Unit 2B,Chicago,IL,60626,150000,1,1,CHI - Rogers Park,985,,1927,1,152,282,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/1219-W-Lunt-Ave-60626/unit-2B/home/13569064,MRED,11267100,N,Y,42.008665,-87.662847
MLS Listing,,Condo/Co-op,100 E Huron St #3505,Chicago,IL,60611,1285000,3,2.5,CHI - Near North Side,2880,,1991,1,446,3045,Active,,,http://www.redfin.com/IL/Chicago/100-E-Huron-St-60611/unit-3505/home/14100154,MRED,11267088,N,Y,41.8953138,-87.624941
MLS Listing,,Single Family Residential,6058 W 63rd Pl,Chicago,IL,60638,300000,3,2,CHI - Clearing,,4626,1960,1,,,Active,,,http://www.redfin.com/IL/Chicago/6058-W-63rd-Pl-60638/home/13996711,MRED,11267087,N,Y,41.777213,-87.773707
MLS Listing,,Multi-Family (2-4 Unit),7040 S Indiana Ave,Chicago,IL,60637,269900,6,3,CHI - Greater Grand Crossing,,,1920,1,,,Active,,,http://www.redfin.com/IL/Chicago/7040-S-Indiana-Ave-60637/unit-2/home/13928892,MRED,11267073,N,Y,41.766218,-87.620574
MLS Listing,,Multi-Family (2-4 Unit),5240 W School St,Chicago,IL,60641,385000,6,2,CHI - Portage Park,,,1928,1,,,Active,,,http://www.redfin.com/IL/Chicago/5240-W-School-St-60641/home/13460137,MRED,11258670,N,Y,41.9407519,-87.7584007
MLS Listing,,Multi-Family (2-4 Unit),7027 S Washtenaw Ave,Chicago,IL,60629,199900,6,2,CHI - Chicago Lawn,,,1925,1,,,Active,,,http://www.redfin.com/IL/Chicago/7027-S-Washtenaw-Ave-60629/home/26831910,MRED,11267072,N,Y,41.7655529,-87.6903347
MLS Listing,,Condo/Co-op,5503 W Edmunds St Unit 1F,Chicago,IL,60630,155450,2,1,CHI - Jefferson Park,800,,1966,1,194,344,Active,,,http://www.redfin.com/IL/Chicago/5503-W-Edmunds-St-60630/unit-1F/home/12576905,MRED,11267068,N,Y,41.971289,-87.764918
MLS Listing,,Condo/Co-op,4907 N Ravenswood Ave Unit 1S,Chicago,IL,60640,650000,3,2.5,CHI - Uptown,2400,,2011,1,271,303,Active,November-14-2021 12:00 PM,November-14-2021 02:00 PM,http://www.redfin.com/IL/Chicago/4907-N-Ravenswood-Ave-60640/unit-1S/home/52592823,MRED,11267067,N,Y,41.972028,-87.6739218
