SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,345 N Canal St #1607,Chicago,IL,60606,329999,1,1,CHI - Near West Side,1055,,1898,1,313,707,Active,,,http://www.redfin.com/IL/Chicago/345-N-Canal-St-60606/unit-1607/home/14101260,MRED,11267066,N,Y,41.8882217,-87.639654
MLS Listing,,Condo/Co-op,5528 N Kimball Ave Unit 2S,Chicago,IL,60625,219900,2,1,CHI - North Park,,,1955,1,,,Active,,,http://www.redfin.com/IL/Chicago/5528-N-Kimball-Ave-60625/unit-2S/home/13495282,MRED,11267063,N,Y,41.9821064,-87.7139767
MLS Listing,,Condo/Co-op,416 N Ada St #3,Chicago,IL,60622,374900,3,2,CHI - West Town,1400,,2005,1,268,316,Active,,,http://www.redfin.com/IL/Chicago/416-N-Ada-St-60642/unit-3/home/12610576,MRED,11267058,N,Y,41.8893797,-87.6611348
MLS Listing,,Multi-Family (2-4 Unit),2321 W Marquette Rd,Chicago,IL,60636,209000,7,3,CHI - Chicago Lawn,,,1922,1,,,Active,,,http://www.redfin.com/IL/Chicago/2321-W-Marquette-Rd-60636/home/13935516,MRED,11267053,N,Y,41.7717336,-87.6818048
MLS Listing,,Townhouse,4015 W 58th Pl,Chicago,IL,60629,184500,2,1.5,CHI - West Elsdon,1125,,1944,1,164,,Active,,,http://www.redfin.com/IL/Chicago/4015-W-58th-Pl-60629/home/14005575,MRED,11267048,N,Y,41.7866658,-87.7236687
MLS Listing,,Condo/Co-op,210 E Pearson St Unit 4D,Chicago,IL,60611,450000,2,2,CHI - Near North Side,1400,,1926,1,321,1146,Active,November-14-2021 01:30 PM,November-14-2021 03:00 PM,http://www.redfin.com/IL/Chicago/210-E-Pearson-St-60611/unit-4D/home/22916417,MRED,11267044,N,Y,41.8978254,-87.6212025
MLS Listing,,Vacant Land,5259 S Trumbull Ave,Chicago,IL,60632,60000,,,CHI - Gage Park,,,,1,,,Active,,,http://www.redfin.com/IL/Chicago/5259-S-Trumbull-Ave-60632/home/52644482,MRED,11267042,N,Y,41.7972439,-87.7094423
MLS Listing,,Condo/Co-op,1240 N Lake Shore Dr Unit 17A,Chicago,IL,60610,825000,3,2.5,CHI - Near North Side,2000,,1970,1,413,1850,Active,November-13-2021 02:00 PM,November-13-2021 04:00 PM,http://www.redfin.com/IL/Chicago/1240-N-Lake-Shore-Dr-60610/unit-17A/home/14125127,MRED,11267040,N,Y,41.905113,-87.62552
MLS Listing,,Multi-Family (2-4 Unit),2721 S Kostner Ave,Chicago,IL,60623,294900,5,3,CHI - South Lawndale,,,1910,1,,,Active,,,http://www.redfin.com/IL/Chicago/2721-S-Kostner-Ave-60623/unit-1/home/14146705,MRED,11267036,N,Y,41.8415448,-87.733941
MLS Listing,,Single Family Residential,8237 S Dante Ave,Chicago,IL,60619,359900,5,3.5,CHI - Avalon Park,3000,4599,1910,1,120,,Active,,,http://www.redfin.com/IL/Chicago/8237-S-Dante-Ave-60619/home/13222897,MRED,11267029,N,Y,41.7448662,-87.5890671
MLS Listing,,Single Family Residential,3941 N Oak Park Ave N,Chicago,IL,60634,390000,3,3,CHI - Dunning,1800,4499,1927,1,217,,Active,November-13-2021 11:00 AM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/3941-N-Oak-Park-Ave-60634/home/13468864,MRED,11267021,N,Y,41.9520488,-87.7959875
MLS Listing,,Condo/Co-op,2150 W Division St #1,Chicago,IL,60622,650000,4,3,CHI - West Town,2300,,1998,1,283,193,Active,November-14-2021 11:00 AM,November-14-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2150-W-Division-St-60622/unit-1/home/12789585,MRED,11267019,N,Y,41.9032917,-87.6817369
MLS Listing,,Condo/Co-op,500 W Superior St #1908,Chicago,IL,60654,647747,3,2,CHI - Near North Side,1480,,1974,1,438,1152,Active,,,http://www.redfin.com/IL/Chicago/500-W-Superior-St-60654/unit-1908/home/18944506,MRED,11267012,N,Y,41.895951,-87.642196
MLS Listing,,Single Family Residential,9841 S Maryland Ave S,Chicago,IL,60628,115000,2,2,CHI - Pullman,1200,,1946,1,96,,Active,,,http://www.redfin.com/IL/Chicago/9841-S-Maryland-Ave-60628/home/13088501,MRED,11267008,N,Y,41.7154133,-87.6027727
MLS Listing,,Single Family Residential,5205 S Sacramento Ave,Chicago,IL,60632,349900,4,3,CHI - Gage Park,3750,3750,,1,93,,Active,,,http://www.redfin.com/IL/Chicago/5205-S-Sacramento-Ave-60632/home/14016933,MRED,11267007,N,Y,41.7988482,-87.6985742
MLS Listing,,Single Family Residential,4966 N Kilpatrick Ave,Chicago,IL,60630,359700,5,1.5,CHI - Albany Park,2600,,,1,138,,Active,,,http://www.redfin.com/IL/Chicago/4966-N-Kilpatrick-Ave-60630/home/13495873,MRED,11267005,N,Y,41.9717557,-87.7420554
MLS Listing,,Multi-Family (2-4 Unit),2015 W 21st Pl,Chicago,IL,60608,500000,8,4,Heart of Chicago,,,1890,1,,,Active,,,http://www.redfin.com/IL/Chicago/2015-W-21st-Pl-60608/home/14086953,MRED,11267004,N,Y,41.8529115,-87.6764897
MLS Listing,,Multi-Family (2-4 Unit),5421 S Neenah Ave,Chicago,IL,60638,340000,4,2,CHI - Garfield Ridge,,,1926,2,,,Active,,,http://www.redfin.com/IL/Chicago/5421-S-Neenah-Ave-60638/unit-8/home/14028313,MRED,11267003,N,Y,41.7934795,-87.7852681
MLS Listing,,Multi-Family (2-4 Unit),2011 W 21st Pl,Chicago,IL,60608,500000,6,3,Heart of Chicago,,,1898,2,,,Active,,,http://www.redfin.com/IL/Chicago/2011-W-21st-Pl-60608/home/14086913,MRED,11267002,N,Y,41.852929,-87.6763934
MLS Listing,,Single Family Residential,7212 S Green St,Chicago,IL,60621,49900,3,1.5,CHI - Englewood,1050,,1902,2,48,,Active,,,http://www.redfin.com/IL/Chicago/7212-S-Green-St-60621/home/13914706,MRED,11266999,N,Y,41.7628275,-87.6458771
MLS Listing,,Multi-Family (2-4 Unit),221 W 23rd St,Chicago,IL,60616,750000,6,4,CHI - Armour Square,,,1886,2,,,Active,,,http://www.redfin.com/IL/Chicago/221-W-23rd-St-60616/unit-1FL/home/14082544,MRED,11266995,N,Y,41.85079,-87.6328631
MLS Listing,,Condo/Co-op,2020 N Lincoln Park West Unit 2E,Chicago,IL,60614,169000,1,1,CHI - Lincoln Park,,,1970,2,,610,Active,,,http://www.redfin.com/IL/Chicago/2020-N-Lincoln-Ave-60614/unit-2E/home/13348370,MRED,11266993,N,Y,41.9189287,-87.6400359
MLS Listing,,Condo/Co-op,21 W Goethe St Unit 6E,Chicago,IL,60610,117500,0,1,CHI - Near North Side,530,,1964,2,222,540,Active,,,http://www.redfin.com/IL/Chicago/21-W-Goethe-St-60610/unit-6E/home/14111190,MRED,11266991,N,Y,41.9054585,-87.6296264
MLS Listing,,Condo/Co-op,852 E 82nd St Unit 852-1,Chicago,IL,60619,49500,1,1,CHI - Chatham,,,1924,2,,143,Active,,,http://www.redfin.com/IL/Chicago/852-E-82nd-St-60619/unit-852-1/home/177154311,MRED,11266989,N,Y,41.7459272,-87.6030649
MLS Listing,,Multi-Family (2-4 Unit),6352 S Evans Ave,Chicago,IL,60637,89900,6,3,CHI - Woodlawn,,,1895,2,,,Active,,,http://www.redfin.com/IL/Chicago/6352-S-Evans-Ave-60637/home/13929720,MRED,11266988,N,Y,41.7788565,-87.607433
MLS Listing,,Condo/Co-op,630 W Waveland Ave Unit 2F,Chicago,IL,60613,265000,2,1,CHI - Lake View,,,1926,2,,404,Active,,,http://www.redfin.com/IL/Chicago/630-W-Waveland-Ave-60613/unit-2F/home/13378716,MRED,11266986,N,Y,41.9503842,-87.646023
MLS Listing,,Condo/Co-op,40 E Cedar St E Unit 5B,Chicago,IL,60611,219000,1,1,CHI - Near North Side,900,,1968,2,243,727,Active,,,http://www.redfin.com/IL/Chicago/40-E-Cedar-St-60611/unit-5B/home/14123736,MRED,11266984,N,Y,41.9027706,-87.6269295
MLS Listing,,Townhouse,8615 S Ingleside Ave,Chicago,IL,60619,140000,3,1.5,CHI - Chatham,1224,,1956,2,114,,Active,,,http://www.redfin.com/IL/Chicago/8615-S-Ingleside-Ave-60619/home/13222088,MRED,11266981,N,Y,41.7380661,-87.6009446
MLS Listing,,Condo/Co-op,175 E Delaware Pl #5402,Chicago,IL,60611,382999,2,2,CHI - Near North Side,1394,,1970,2,275,1123,Active,,,http://www.redfin.com/IL/Chicago/175-E-Delaware-Pl-60611/unit-5402/home/14119378,MRED,11266977,N,Y,41.8989444,-87.6227945
MLS Listing,,Single Family Residential,3010 W Cullerton St,Chicago,IL,60623,105000,2,2,CHI - South Lawndale,1344,2901,1905,2,78,,Active,,,http://www.redfin.com/IL/Chicago/3010-W-Cullerton-St-60623/home/13232343,MRED,11266975,N,Y,41.8549411,-87.7009121
MLS Listing,,Multi-Family (2-4 Unit),1519 W 18th Pl,Chicago,IL,60608,529000,6,3,CHI - Lower West Side,,,1895,2,,,Active,,,http://www.redfin.com/IL/Chicago/1519-W-18th-Pl-60608/home/14086406,MRED,11266967,N,Y,41.8567005,-87.6645285
MLS Listing,,Condo/Co-op,401 N Wabash Ave #2030,Chicago,IL,60611,126000,0,1,Trump Tower Chicago,675,,2008,2,187,2383,Active,,,http://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-2030/home/39549181,MRED,11266965,N,Y,41.8888012,-87.6263094
MLS Listing,,Multi-Family (2-4 Unit),1142 W 17th St,Chicago,IL,60608,349900,10,6.5,CHI - Lower West Side,,,,2,,,Active,,,http://www.redfin.com/IL/Chicago/1142-W-17th-St-60608/home/14085229,MRED,11266963,N,Y,41.8590531,-87.6551266
MLS Listing,,Single Family Residential,4516 S Prairie Ave,Chicago,IL,60653,799000,5,3.5,CHI - Grand Boulevard,3300,,2017,2,242,,Active,,,http://www.redfin.com/IL/Chicago/4516-S-Prairie-Ave-60653/home/143935404,MRED,11266961,N,Y,41.8123623,-87.6200708
MLS Listing,,Single Family Residential,8321 S Green St,Chicago,IL,60620,137000,5,1.5,CHI - Auburn Gresham,1050,3123,1908,2,130,,Active,,,http://www.redfin.com/IL/Chicago/8321-S-Green-St-60620/home/13229944,MRED,11249968,N,Y,41.7426672,-87.644846
MLS Listing,,Single Family Residential,6015 S Nagle Ave,Chicago,IL,60638,325000,4,1.5,CHI - Clearing,2000,5039,1958,2,163,,Active,,,http://www.redfin.com/IL/Chicago/6015-S-Nagle-Ave-60638/home/13999095,MRED,11266959,N,Y,41.782705,-87.7823861
MLS Listing,,Condo/Co-op,100 E 14th St #1409,Chicago,IL,60605,475000,2,2,1400 Museum Park,1248,,2008,2,381,551,Active,November-14-2021 12:00 PM,November-14-2021 03:00 PM,http://www.redfin.com/IL/Chicago/100-E-14th-St-60605/unit-1409/home/16902668,MRED,11266955,N,Y,41.8645195,-87.6238055
MLS Listing,,Single Family Residential,4750 S Maplewood Ave,Chicago,IL,60632,499900,4,3.5,CHI - Brighton Park,2700,6250,2021,2,185,,Active,,,http://www.redfin.com/IL/Chicago/4750-S-Maplewood-Ave-60632/home/147722953,MRED,11266950,N,Y,41.806772,-87.688404
MLS Listing,,Single Family Residential,5534 S Hoyne Ave,Chicago,IL,60636,135000,3,1,CHI - West Englewood,1056,3750,1918,2,128,,Active,,,http://www.redfin.com/IL/Chicago/5534-S-Hoyne-Ave-60636/home/13939423,MRED,11247548,N,Y,41.792511,-87.6768941
MLS Listing,,Single Family Residential,322 W 104th St,Chicago,IL,60628,256900,4,2.5,CHI - Roseland,1600,3136,1939,2,161,,Active,,,http://www.redfin.com/IL/Chicago/322-W-104th-St-60628/home/13078043,MRED,11266938,N,Y,41.7053751,-87.6316522
MLS Listing,,Single Family Residential,2649 N Melvina Ave N,Chicago,IL,60639,393500,5,3,CHI - Belmont Cragin,1768,,1925,2,223,,Active,,,http://www.redfin.com/IL/Chicago/2649-N-Melvina-Ave-60639/home/13436990,MRED,11266937,N,Y,41.9288632,-87.7805031
MLS Listing,,Multi-Family (2-4 Unit),5317 W Barry Ave,Chicago,IL,60641,484900,6,3,CHI - Belmont Cragin,,,1922,2,,,Active,,,http://www.redfin.com/IL/Chicago/5317-W-Barry-Ave-60641/home/13442829,MRED,11266933,N,Y,41.9366356,-87.7598233
MLS Listing,,Single Family Residential,1204 W 90th St,Chicago,IL,60620,162500,3,1,CHI - Washington Heights,3632,,1941,2,45,,Active,,,http://www.redfin.com/IL/Chicago/1204-W-90th-St-60620/home/13104161,MRED,11266927,N,Y,41.7306082,-87.6534695
MLS Listing,,Multi-Family (2-4 Unit),4820 N Keeler Ave,Chicago,IL,60630,549999,8,3,CHI - Albany Park,,,1916,2,,,Active,November-13-2021 01:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/4820-N-Keeler-Ave-60630/unit-2/home/13495302,MRED,11266922,N,Y,41.9688723,-87.733287
MLS Listing,,Condo/Co-op,1726 N Mohawk St Unit 2S,Chicago,IL,60614,675000,2,2,CHI - Lincoln Park,1400,,1999,2,482,236,Active,November-14-2021 01:00 PM,November-14-2021 03:00 PM,http://www.redfin.com/IL/Chicago/1726-N-Mohawk-St-60614/unit-2S/home/12770697,MRED,11235525,N,Y,41.9137069,-87.6425815
MLS Listing,,Multi-Family (2-4 Unit),1055 W Wellington Ave,Chicago,IL,60657,695000,5,3,CHI - Lake View,,,1891,2,,,Active,,,http://www.redfin.com/IL/Chicago/1055-W-Wellington-Ave-60657/home/13364848,MRED,11266903,N,Y,41.9359811,-87.6560507
MLS Listing,,Single Family Residential,6000 S Honore St,Chicago,IL,60636,69900,3,1,CHI - West Englewood,1000,2935,1910,2,70,,Active,,,http://www.redfin.com/IL/Chicago/6000-S-Honore-St-60636/home/13936870,MRED,11266899,N,Y,41.7847346,-87.6706539
MLS Listing,,Condo/Co-op,512 N Mcclurg Ct #3405,Chicago,IL,60611,319000,1,1,CHI - Near North Side,965,,2001,2,331,503,Active,,,http://www.redfin.com/IL/Chicago/512-N-McClurg-Ct-60611/unit-3405/home/12695375,MRED,11266894,N,Y,41.8915234,-87.6178142
MLS Listing,,Condo/Co-op,420 S Clinton St Unit 208A,Chicago,IL,60607,309900,2,1.5,CHI - Near West Side,,,1892,2,,408,Active,,,http://www.redfin.com/IL/Chicago/420-S-Clinton-St-60607/unit-208A/home/12735459,MRED,11266892,N,Y,41.876041,-87.6412332
MLS Listing,,Condo/Co-op,811 S Lytle St #508,Chicago,IL,60607,343000,2,2,Columbus on the Park,1200,,2000,2,286,612,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/811-S-Lytle-St-60607/unit-508/home/12787943,MRED,11266884,N,Y,41.8715311,-87.6575342
MLS Listing,,Single Family Residential,11436 S Campbell Ave,Chicago,IL,60655,305000,4,2,CHI - Morgan Park,2648,4064,,2,115,,Active,,,http://www.redfin.com/IL/Chicago/11436-S-Campbell-Ave-60655/home/13133332,MRED,11266879,N,Y,41.6852108,-87.6837497
MLS Listing,,Condo/Co-op,1700 E 56th St #304,Chicago,IL,60637,127000,1,1,CHI - Hyde Park,756,,1970,2,168,592,Active,,,http://www.redfin.com/IL/Chicago/1700-E-56th-St-60637/unit-304/home/13946281,MRED,11266871,N,Y,41.7938289,-87.5832152
MLS Listing,,Single Family Residential,4826 W Hubbard St,Chicago,IL,60644,179900,4,2,CHI - Austin,1344,,1905,2,134,,Active,,,http://www.redfin.com/IL/Chicago/4826-W-Hubbard-St-60644/home/13264337,MRED,11266863,N,Y,41.8888764,-87.7467494
MLS Listing,,Parking,401 N Wabash Ave Unit P045,Chicago,IL,60611,35000,,,Trump Tower Chicago,,,2008,2,,88,Active,,,http://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-P045/home/177153767,MRED,11266862,N,Y,41.8888012,-87.6263094
MLS Listing,,Single Family Residential,846 N Lawler Ave,Chicago,IL,60651,185000,3,1.5,CHI - Austin,,,1915,2,,,Active,,,http://www.redfin.com/IL/Chicago/846-N-Lawler-Ave-60651/home/13279666,MRED,11266856,N,Y,41.8963892,-87.7522004
MLS Listing,,Condo/Co-op,2320 W Moffat St #0,Chicago,IL,60647,739000,4,2.5,CHI - Logan Square,1950,,1886,2,379,,Active,,,http://www.redfin.com/IL/Chicago/2320-W-Moffat-St-60647/home/13355930,MRED,11256256,N,Y,41.9148455,-87.6857069
MLS Listing,,Condo/Co-op,1728 W Farwell Ave #207,Chicago,IL,60626,210000,3,2,CHI - Rogers Park,1200,,1968,2,175,366,Active,,,http://www.redfin.com/IL/Chicago/1728-W-Farwell-Ave-60626/unit-207/home/12797147,MRED,11266841,N,Y,42.0068777,-87.6745637
MLS Listing,,Multi-Family (2-4 Unit),1425 W Gregory St,Chicago,IL,60640,1800000,10,8,Andersonville,,,2019,2,,,Active,,,http://www.redfin.com/IL/Chicago/1425-W-Gregory-St-60640/home/13401827,MRED,11266835,N,Y,41.9823895,-87.6659924
MLS Listing,,Multi-Family (2-4 Unit),650 W Barry Ave,Chicago,IL,60657,1650000,11,6.5,CHI - Lake View,,,1903,2,,,Active,,,http://www.redfin.com/IL/Chicago/650-W-Barry-Ave-60657/unit-3/home/13373715,MRED,11266829,N,Y,41.9381371,-87.6463107
MLS Listing,,Multi-Family (2-4 Unit),3933 W Lexington St,Chicago,IL,60624,414900,9,6,CHI - West Garfield Park,,,2006,2,,,Active,,,http://www.redfin.com/IL/Chicago/3933-W-Lexington-St-60624/unit-2/home/26811345,MRED,11266821,N,Y,41.8714259,-87.7242166
MLS Listing,,Condo/Co-op,3515 W Ainslie St Unit 3515-3,Chicago,IL,60625,259999,3,2,CHI - Albany Park,,,1921,2,,377,Active,,,http://www.redfin.com/IL/Chicago/3515-W-Ainslie-St-60625/unit-3515-3/home/177153633,MRED,11248566,N,Y,41.970065,-87.716589
MLS Listing,,Multi-Family (2-4 Unit),1401 N Mohawk St,Chicago,IL,60610,2000000,10,9,CHI - Near North Side,,2613,1879,2,,,Active,,,http://www.redfin.com/IL/Chicago/1401-N-Mohawk-St-60610/unit-1/home/14117340,MRED,11266817,N,Y,41.9076704,-87.6418655
MLS Listing,,Multi-Family (2-4 Unit),7251 S Ashland Ave,Chicago,IL,60636,229000,3,2,CHI - West Englewood,,,,2,,,Active,,,http://www.redfin.com/IL/Chicago/7251-S-Ashland-Ave-60636/home/13914944,MRED,11266815,N,Y,41.7615905,-87.6633725
MLS Listing,,Condo/Co-op,4216 N Winchester Ave #3,Chicago,IL,60613,450000,3,2,CHI - North Center,1600,,,2,281,200,Active,November-13-2021 12:30 PM,November-13-2021 02:30 PM,http://www.redfin.com/IL/Chicago/4216-N-Winchester-Ave-60613/unit-3/home/12652074,MRED,11266806,N,Y,41.9583612,-87.6777498
MLS Listing,,Condo/Co-op,1643 N Larrabee St Unit H,Chicago,IL,60614,715000,3,2.5,CHI - Lincoln Park,,,1983,2,,583,Active,November-13-2021 11:30 AM,November-13-2021 01:30 PM,http://www.redfin.com/IL/Chicago/1643-N-Larrabee-St-60614/unit-H/home/13347235,MRED,11266798,N,Y,41.9123427,-87.6432785
MLS Listing,,Parking,655 W Irving Park Rd Unit B-165,Chicago,IL,60613,22000,,,CHI - Lake View,,,1974,2,,,Active,,,http://www.redfin.com/IL/Chicago/655-W-Irving-Park-Rd-60613/unit-B165/home/12729289,MRED,11266790,N,Y,41.9543355,-87.6469625
MLS Listing,,Townhouse,7506 N Ridge Blvd Unit F,Chicago,IL,60645,195000,3,1.5,CHI - West Ridge,1240,,1960,2,157,,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/7506-N-Ridge-Blvd-60645/unit-F/home/177153455,MRED,11266784,N,Y,42.0181449,-87.68543
MLS Listing,,Townhouse,1843 N Hudson Ave,Chicago,IL,60614,899000,3,3.5,CHI - Lincoln Park,2400,,1985,2,375,549,Active,November-13-2021 11:30 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/1843-N-Hudson-Ave-60614/home/22780329,MRED,11266783,N,Y,41.915992,-87.639798
MLS Listing,,Single Family Residential,1635 W 88th St,Chicago,IL,60620,145000,3,1.5,CHI - Auburn Gresham,1528,5623,1950,2,95,,Active,,,http://www.redfin.com/IL/Chicago/1635-W-88th-St-60620/home/13101164,MRED,11266780,N,Y,41.7338155,-87.6644802
MLS Listing,,Townhouse,1008 N Kingsbury St,Chicago,IL,60610,799000,3,3,River Village,2107,,2007,2,379,248,Active,November-13-2021 11:00 AM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/1008-N-Kingsbury-St-60610/home/12612762,MRED,11266777,N,Y,41.8999305,-87.6452607
MLS Listing,,Single Family Residential,13537 S Avenue L,Chicago,IL,60633,165000,3,1,CHI - Hegewisch,1000,,1920,2,165,,Active,,,http://www.redfin.com/IL/Chicago/13537-S-Ave-L-60633/home/13030965,MRED,11266768,N,Y,41.6489095,-87.5359731
MLS Listing,,Single Family Residential,10432 S Avenue G,Chicago,IL,60617,239900,3,1.5,CHI - East Side,1400,3750,,2,171,,Active,,,http://www.redfin.com/IL/Chicago/10432-S-Ave-G-60617/home/13039338,MRED,11266766,N,Y,41.7054273,-87.5318255
MLS Listing,,Condo/Co-op,300 N State St #3507,Chicago,IL,60654,230000,1,1,CHI - Near North Side,725,,1962,2,317,588,Active,,,http://www.redfin.com/IL/Chicago/300-N-State-St-60654/unit-3507/home/14100498,MRED,11266760,N,Y,41.8883034,-87.6284665
MLS Listing,,Single Family Residential,640 W Belden Ave,Chicago,IL,60614,3299000,7,6.5,CHI - Lincoln Park,6350,,2021,2,520,,Active,,,http://www.redfin.com/IL/Chicago/640-W-Belden-Ave-60614/home/13351033,MRED,11266748,N,Y,41.9238972,-87.6454916
MLS Listing,,Condo/Co-op,4826 N Linder Ave Unit 2A,Chicago,IL,60630,140000,1,1,CHI - Jefferson Park,,,1973,2,,142,Active,,,http://www.redfin.com/IL/Chicago/4826-N-Linder-Ave-60630/unit-2A/home/177153315,MRED,11266746,N,Y,41.9686499,-87.765744
MLS Listing,,Condo/Co-op,250 E Pearson St #1104,Chicago,IL,60611,565000,1,1.5,CHI - Near North Side,1144,,2003,2,494,715,Active,,,http://www.redfin.com/IL/Chicago/250-E-Pearson-St-60611/unit-1104/home/12562944,MRED,11266744,N,Y,41.8979225,-87.6193321
MLS Listing,,Townhouse,436 E Oakwood Blvd,Chicago,IL,60653,390000,5,3,CHI - Grand Boulevard,3700,,1959,2,105,,Active,,,http://www.redfin.com/IL/Chicago/436-E-Oakwood-Blvd-60653/home/13961412,MRED,11266729,N,Y,41.8229307,-87.6153018
MLS Listing,,Multi-Family (2-4 Unit),2747 N Dayton St,Chicago,IL,60614,1000000,5,3,CHI - Lincoln Park,,,1886,2,,,Active,,,http://www.redfin.com/IL/Chicago/2747-N-Dayton-St-60614/home/13361292,MRED,11266728,N,Y,41.9322785,-87.650001
MLS Listing,,Single Family Residential,4511 N Drake Ave,Chicago,IL,60625,750000,4,3.5,CHI - Albany Park,3600,3550,2006,2,208,,Active,,,http://www.redfin.com/IL/Chicago/4511-N-Drake-Ave-60625/home/26805214,MRED,11266730,N,Y,41.9633145,-87.7164727
MLS Listing,,Multi-Family (2-4 Unit),7916 S Escanaba Ave,Chicago,IL,60617,225000,5,2,CHI - South Chicago,,,1907,2,,,Active,,,http://www.redfin.com/IL/Chicago/7916-S-Escanaba-Ave-60617/home/13215670,MRED,11266737,N,Y,41.7513634,-87.5543602
MLS Listing,,Single Family Residential,7926 S Escanaba Ave,Chicago,IL,60617,77900,4,1.5,CHI - South Chicago,,3101,1895,2,,,Active,,,http://www.redfin.com/IL/Chicago/7926-S-Escanaba-Ave-60617/home/13215085,MRED,11266731,N,Y,41.7510814,-87.5543506
MLS Listing,,Townhouse,7200 W Balmoral Ave,Chicago,IL,60656,229000,2,1.5,CHI - Norwood Park,,,1945,2,,,Active,,,http://www.redfin.com/IL/Chicago/7200-W-Balmoral-Ave-60656/home/13557094,MRED,11266732,N,Y,41.9780835,-87.8072421
MLS Listing,,Multi-Family (2-4 Unit),4155 N Marmora Ave,Chicago,IL,60634,499000,5,3,CHI - Portage Park,,,1920,2,,,Active,,,http://www.redfin.com/IL/Chicago/4155-N-Marmora-Ave-60634/unit-2/home/13473713,MRED,11266723,N,Y,41.956517,-87.7741521
MLS Listing,,Condo/Co-op,3930 N Pine Grove Ave #1515,Chicago,IL,60613,239000,2,2,CHI - Lake View,1100,,1969,2,217,946,Active,,,http://www.redfin.com/IL/Chicago/3930-N-Pine-Grove-Ave-60613/unit-1515/home/13380457,MRED,11266711,N,Y,41.9542371,-87.648457
MLS Listing,,Condo/Co-op,1359 N Mohawk St #3,Chicago,IL,60610,649000,3,2,CHI - Near North Side,1700,,2004,2,382,208,Active,,,http://www.redfin.com/IL/Chicago/1359-N-Mohawk-St-60610/unit-3/home/12724417,MRED,11227372,N,Y,41.9072433,-87.6418269
MLS Listing,,Condo/Co-op,310 S Michigan Ave #910,Chicago,IL,60604,265000,1,1,CHI - Loop,770,,1924,2,344,440,Active,,,http://www.redfin.com/IL/Chicago/310-S-Michigan-Ave-60604/unit-910/home/39567535,MRED,11266694,N,Y,41.8778248,-87.6246019
MLS Listing,,Parking,505 N Lake Shore Dr Unit D-16,Chicago,IL,60611,72000,,,Lake Point Tower,,,,2,,56,Active,,,http://www.redfin.com/IL/Chicago/505-N-Lake-Shore-Dr-60611/unit-D-16/home/14095974,MRED,11266705,N,Y,41.8915839,-87.6126983
MLS Listing,,Single Family Residential,70 E 101st St,Chicago,IL,60628,245000,3,2,CHI - Roseland,1200,,1926,2,204,,Active,,,http://www.redfin.com/IL/Chicago/70-E-101st-St-60628/home/13090221,MRED,11266698,N,Y,41.7110452,-87.6209711
MLS Listing,,Condo/Co-op,5420 S Michigan Ave #4,Chicago,IL,60615,190000,3,2,CHI - Washington Park,1500,,2006,2,127,130,Active,,,http://www.redfin.com/IL/Chicago/5420-S-Michigan-Ave-60615/unit-4/home/18937252,MRED,11266701,N,Y,41.7959135,-87.6228608